رقم الصفقة,التصنيف,النوع,سعر الصفقة (ريال),المساحة (متر مربع),سعر المتر المربع (ريال),تاريخ الصفقة,المنطقة,المدينة,الحي,المخطط,القطعة,الملاحظات
28457974,أخرى,أخرى,1350000,750٫00,0,19/03/2025,مكة المكرمة,جده,السامر,187 / ب,218,فك رهن
28457963,أخرى,أخرى,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,1163,رهن
28457960,أخرى,أخرى,0,720٫00,0,19/03/2025,الرياض,حوطة سدير,بدون,863 / أ,111,هبة
28457958,زراعي,أرض زراعية,4000000,10000٫00,400,19/03/2025,الرياض,حريملاء,دقله,272,263,
28457956,سكني,قطعة أرض,300000,135٫90,2207,19/03/2025,الشرقية,الهفوف,المطيرفى,بدون,بدون,
28457945,سكني,قطعة أرض,3200000,1146٫26,2791,19/03/2025,مكة المكرمة,مكة المكرمة,بدون,بدون,بدون,
28457939,سكني,قطعة أرض,560000,620٫00,903,19/03/2025,مكة المكرمة,جده,الفرقان,244 / ج / س,2545 / 2 / ص,
28457938,أخرى,أخرى,0,675٫00,0,19/03/2025,المدينة المنورة,المدينة المنورة,مذينب منطقة ميطان,م / م / 1049 / 1437,5 / 2 / 1,هبة
28457935,زراعي,قطعة أرض,0,801٫90,0,19/03/2025,مكة المكرمة,مكة المكرمة,مكة المكرمة,بدون,بدون,هبة
28457934,سكني,قطعة أرض,3360000,672٫00,5000,19/03/2025,الرياض,الرياض,الملك فيصل,2928,132,
28457929,سكني,قطعة أرض,280000,778٫33,359,19/03/2025,الشرقية,الخفجي,السلام,8 / 44,139 / ط,
28457924,تجاري,قطعة أرض,400000,640٫00,625,19/03/2025,تبوك,تبوك,اليرموك,546 / 38,372,
28457922,سكني,قطعة أرض,475100000,400٫00,1187750,19/03/2025,الرياض,الرياض,الرمال,3966,1071,رهن
28457894,أخرى,أخرى,0,625٫00,0,19/03/2025,الرياض,الرياض,ديراب,1629 / ه,265,فك رهن
28457893,أخرى,شقة,0,200٫37,0,19/03/2025,القصيم,بريده,الرفيعة,ق/ ب/ 380,2,هبة
28457890,سكني,قطعة أرض,1000000,400٫00,2500,19/03/2025,مكة المكرمة,جده,القرينية,101/ ب/ 1400,335/د/2,
28457885,أخرى,أخرى,0,1165٫34,0,19/03/2025,الشرقية,الخبر,بدون,191 / 2,15,هبة
28457883,سكني,قطعة أرض,190000,250٫00,760,19/03/2025,تبوك,تبوك,المهرجان,27/ 7/ ع,422/ب,
28457881,أخرى,أخرى,0,106٫00,0,19/03/2025,عسير,خميس مشيط,المثناه,بدون,بدون,هبة
28457873,أخرى,أخرى,1700000000,7500٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,عدد العقارات 12-2600-2601-2594-2592-2597-2591-2593-2590-2595-2596-2598-2599,فك رهن
28457871,سكني,بيت,0,536٫00,0,19/03/2025,حايل,بقعاء,بدون,بدون,بدون,هبة
28457860,أخرى,أخرى,0,450٫00,0,19/03/2025,حايل,حائل,الحليفة العليا,594,43  /  2  /  1,هبة
28457859,أخرى,أخرى,60000,400٫00,150,19/03/2025,الشرقية,القيصومه,النسيم,18 / 33,135,
28457850,سكني,شقة,730000,140٫02,5213,19/03/2025,الرياض,الرياض,الحمراء,2905,11/20,
28457848,أخرى,أخرى,1111000,330٫00,3366,19/03/2025,تبوك,تبوك,الاخضر,585 / 38 / ت,1243 / أ,صفقة بتمويل
28457844,سكني,فيلا,770000,274٫42,2805,19/03/2025,الرياض,الرياض,عكاظ,3463,1 / أ,
28457841,أخرى,أخرى,40000,734٫10,54,19/03/2025,حايل,حائل,العزيزية,2220,347,
28457838,سكني,قطعة أرض,0,1351٫41,0,19/03/2025,عسير,خميس مشيط,بدون,بدون,بدون,هبة
28457837,سكني,قطعة أرض,5000,200٫00,25,19/03/2025,الرياض,عفيف,الفاخرية,471 / أ,795  /  1,
28457835,سكني,قطعة أرض,200000,525٫00,380,19/03/2025,مكة المكرمة,جده,الريان,377 / ج / س,211 / أ,
28457829,أخرى,أخرى,0,640٫03,0,19/03/2025,مكة المكرمة,مكة المكرمة,القرارة الجديد,ك ك1 / 7 / 119 / ط,350,هبة
28457828,أخرى,أخرى,1000,1200٫00,0,19/03/2025,نجران,يدمه,بدون,العزيزية,1900,
28457822,أخرى,أخرى,1700000000,7425٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,عدد العقارات 10-1-2641-2642-2640-2639-2-4-3-5-2638,فك رهن
28457819,سكني,قطعة أرض,1710000,820٫80,2083,19/03/2025,الرياض,الرياض,ضاحية نمار,3020 / د,1508,
28457817,سكني,قطعة أرض,200000,741٫72,269,19/03/2025,الجوف,سكاكا,جنوب الفيصلية,21 / 1 / 2 / 1424,630,
28457812,تجاري,قطعة أرض,2600000,912٫96,2847,19/03/2025,الرياض,الرياض,ضاحية نمار,3020 / د,2192,
28457811,تجاري,قطعة أرض,1550000,667٫00,2323,19/03/2025,مكة المكرمة,جده,الياقوت,209 / ب,1182,
28457807,سكني,قطعة أرض,1000000,360٫00,2777,19/03/2025,الرياض,الرياض,الخير,3421,342  /  1,
28457801,سكني,قطعة أرض,591370,591٫37,1000,19/03/2025,تبوك,تبوك,الحزم,ت / ت / 543,144,
28457800,سكني,قطعة أرض,380000,899٫95,422,19/03/2025,مكة المكرمة,جده,خارج حدود الاحياء,671 / ج / س,1302,
28457788,سكني,قطعة أرض,1200000,440٫00,2727,19/03/2025,الشرقية,الدمام,بدر,1 / 249,59 / د,
28457787,سكني,قطعة أرض,2800000,1023٫42,2735,19/03/2025,مكة المكرمة,جده,حكومى,586/ ج/ س,535,
28457783,سكني,قطعة أرض,765000,348٫00,2198,19/03/2025,الرياض,الرياض,النظيم,3968,3275,
28457782,سكني,قطعة أرض,600000,701٫35,855,19/03/2025,مكة المكرمة,مكة المكرمة,مخطط ولى العهد رقم 9 جزء أ,1 / 7 / 119 / أ,870,
28457770,أخرى,أخرى,0,500٫00,0,19/03/2025,جيزان,ابو عريش,النعيم,أ / ع / 2 / س / معدل,952,صفقة بتمويل
28457746,سكني,قطعة أرض,820000,750٫00,1093,19/03/2025,مكة المكرمة,مكة المكرمة,الهجلة الجديد,1 / 7 / 115,1269,
28457737,سكني,قطعة أرض,1000000,360٫00,2777,19/03/2025,الرياض,الرياض,الخير,3421,342  /  2,
28457732,أخرى,شقة,700000,236٫97,2953,19/03/2025,تبوك,تبوك,المصيف,102 / 38 / ت,1 / أ,صفقة بتمويل
28457731,سكني,قطعة أرض,120000,1526٫82,78,19/03/2025,المدينة المنورة,المدينة المنورة,الجفدور,بدون,بدون,
28457729,أخرى,أخرى,0,1217٫11,0,19/03/2025,الشرقية,الخبر,بدون,191 / 2,13,هبة
28457723,سكني,قطعة أرض,3500000,750٫00,4666,19/03/2025,مكة المكرمة,جده,مشرفة,3 / 9 / ت,330,
28457721,زراعي,قطعة أرض,0,4047٫60,0,19/03/2025,مكة المكرمة,مكة المكرمة,مكة المكرمة,بدون,بدون,هبة
28457720,سكني,شقة,560000,98٫32,5695,19/03/2025,الرياض,الرياض,الرمال,3240 / أ,2 / ح1,
28457718,أخرى,أخرى,1700000000,8250٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,عدد العقارات 12-2658-21-2656-2655-24-2657-19-2660-23-20-22-2659,فك رهن
28457706,سكني,قطعة أرض,1273562,500٫00,0,19/03/2025,الشرقية,حفر الباطن,اليرموك,9/ 145,159,فك رهن
28457705,أخرى,شقة,0,136٫99,0,19/03/2025,الشرقية,الدمام,بدر,1 / 249,2 / 2,هبة
28457699,أخرى,أخرى,1700000000,625٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ع,1202,فك رهن
28457695,أخرى,أخرى,0,600٫00,0,19/03/2025,مكة المكرمة,مكة المكرمة,الشامية الجديد,1 / 7 / 106 / أ,1476,هبة
28457691,سكني,قطعة أرض,650000,900٫00,722,19/03/2025,مكة المكرمة,جده,القرينية,101 / ب / 1400,249 / 4 / أ,
28457689,سكني,قطعة أرض,0,821٫07,0,19/03/2025,الشرقية,الدمام,الشعلة,ش د 1243,55,فرز/دمج
28457688,سكني,قطعة أرض,100000,400٫00,250,19/03/2025,تبوك,ضباء,الضاحية,49 / 11 / ض,1881,
28457685,أخرى,أخرى,0,450٫00,0,19/03/2025,المدينة المنورة,المدينة المنورة,مذينب منطقة ميطان,م / م / 1049 / 1437,5 / 2 / 2,هبة
28457683,تجاري,قطعة أرض,2600000,874٫80,2972,19/03/2025,الرياض,الرياض,ضاحية نمار,3020 / د,1143,
28457681,سكني,قطعة أرض,1945000,305٫54,6365,19/03/2025,الشرقية,الدمام,السيف,ش د 1450,1339 / 1,
28457677,أخرى,أخرى,0,630٫00,0,19/03/2025,تبوك,تبوك,النخيل,ت / ت / 77,473,فرز/دمج
28457676,أخرى,أخرى,0,630٫00,0,19/03/2025,تبوك,تبوك,النخيل,ت / ت / 77,476,فرز/دمج
28457675,أخرى,أخرى,0,630٫00,0,19/03/2025,تبوك,تبوك,النخيل,ت / ت / 77,475,فرز/دمج
28457672,تجاري,قطعة أرض,0,630٫00,0,19/03/2025,تبوك,تبوك,النخيل,ت/ ت/ 77,469,فرز/دمج
28457671,سكني,قطعة أرض,0,630٫00,0,19/03/2025,تبوك,تبوك,النخيل,ت/ ت/ 77,472,فرز/دمج
28457670,تجاري,قطعة أرض,0,630٫00,0,19/03/2025,تبوك,تبوك,النخيل,ت/ ت/ 77,471,فرز/دمج
28457669,سكني,قطعة أرض,0,630٫00,0,19/03/2025,تبوك,تبوك,النخيل,ت/ ت/ 77,470,فرز/دمج
28457668,سكني,قطعة أرض,740000,325٫58,2272,19/03/2025,الشرقية,الخبر,الثقبة,بدون,6,
28457667,أخرى,أخرى,0,690٫00,0,19/03/2025,الرياض,القويعيه,مخطط رقم1051,1051,768,هبة
28457666,سكني,شقة,585000,180٫28,3244,19/03/2025,مكة المكرمة,جده,مشرفة,المنح رقم 3,1 / 2,
28457661,سكني,قطعة أرض,750000,450٫00,1666,19/03/2025,مكة المكرمة,الطائف,ضاحية الإسكان,2102,833,
28457660,سكني,شقة,400000,176٫10,2271,19/03/2025,جيزان,جيزان,الشاطئ,5 م / ج,4 / 1,
28457659,سكني,شقة,420000,214٫32,1959,19/03/2025,حايل,حائل,النفل,1464,2 / 1,
28457653,سكني,قطعة أرض,742500,330٫00,2250,19/03/2025,الرياض,الرياض,النظيم,3968,6855,
28457648,أخرى,فيلا,820000,305٫99,2679,19/03/2025,تبوك,تبوك,الصفا,570 / 38 / ت,7149,صفقة بتمويل
28457642,تجاري,قطعة أرض,850000,323٫80,2625,19/03/2025,الشرقية,الهفوف,الحفيرة,771 / 78,20,
28457641,سكني,قطعة أرض,700000,163٫18,4289,19/03/2025,الشرقية,الخبر,بدون,بدون الارشادى بالثقبة,1,
28457640,تجاري,قطعة أرض,3758200,2472٫50,1520,19/03/2025,مكة المكرمة,جده,الوادى,526/ ج/ ص,11,
28457639,أخرى,أخرى,1700000000,7750٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,عدد العقارات 12-169-165-161-170-162-164-171-168-167-166-172-163,فك رهن
28457624,سكني,شقة,0,140٫40,0,19/03/2025,الجوف,سكاكا,التلال,71 / 1 / 2 / 1431,2 / 3,هبة
28457621,أخرى,فيلا,0,296٫95,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,7466,صفقة بتمويل
28457616,سكني,قطعة أرض,900000,620٫00,1451,19/03/2025,مكة المكرمة,جده,الوفاء,315/ ج/ س,356,
28457615,زراعي,أرض زراعية,150000,10000٫51,14,19/03/2025,حايل,حائل,حقروصين 41 كم شمال حائل,246,7,
28457613,سكني,قطعة أرض,2550000,600٫00,4250,19/03/2025,مكة المكرمة,جده,الاجاويد,295/ ب,727,
28457600,أخرى,أخرى,1700000000,9625٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,عدد العقارات 14-485-493-489-498-497-487-491-496-494-490-488-492-486-495,فك رهن
28457578,أخرى,أخرى,0,50050٫00,0,19/03/2025,الرياض,ضرماء,بدون,91 الواقع شمال غرب هجرة الغزيز,31,هبة
28457576,سكني,قطعة أرض,440000,400٫00,1100,19/03/2025,القصيم,بريده,الحزم,ق / ب / 7552,226,
28457573,سكني,شقة,540000,110٫04,4907,19/03/2025,الرياض,الرياض,الرمال,3240 / أ,7 / 1,
28457568,سكني,قطعة أرض,2600000,840٫00,3095,19/03/2025,الرياض,الرياض,الخير,3312/ ب,2750,
28457563,أخرى,أخرى,1100000,420٫00,2619,19/03/2025,حايل,حائل,النصية,866,532 / 2,صفقة بتمويل
28457558,أخرى,أخرى,0,300٫00,0,19/03/2025,عسير,خميس مشيط,الضاحية,2048 / 1438 / ع / 2,62 / أ,هبة
28457553,أخرى,أخرى,0,631٫25,0,19/03/2025,القصيم,بريده,الزهرة,133,20,هبة
28457551,أخرى,أخرى,0,1043٫43,0,19/03/2025,الشرقية,الخبر,بدون,191 / 2,14,هبة
28457539,سكني,شقة,340000,128٫77,2640,19/03/2025,مكة المكرمة,جده,الفيصلية,3 / 471 / ع,1 / أ,
28457517,أخرى,أخرى,105000,924٫00,0,19/03/2025,حايل,الروضة,بدون,بدون,عدد العقارات 2-ب د و ن0-ب د و ن00,رهن
28457516,أخرى,شقة,0,136٫99,0,19/03/2025,الشرقية,الدمام,بدر,1 / 249,2 / 1,هبة
28457514,أخرى,شقة,550000,172٫56,3187,19/03/2025,تبوك,تبوك,الريان,ت / ت / 15,1 / أ,صفقة بتمويل
28457505,سكني,قطعة أرض,850000,200٫00,4250,19/03/2025,مكة المكرمة,جده,الخمرة,134 / أ / 1400,94 / 1 / ب,
28457493,سكني,قطعة أرض,840000,300٫00,2800,19/03/2025,الرياض,الرياض,الجنادرية,3963,859,
28457490,أخرى,شقة,840000,198٫49,4231,19/03/2025,مكة المكرمة,جده,الروضة,3 / 72 / ع,1 / 2,صفقة بتمويل
28457486,أخرى,أخرى,0,623٫00,0,19/03/2025,عسير,طريب,الملك فهد,117 / 1427 / ع / 16/س,275,هبة
28457472,أخرى,أخرى,670000,360٫00,0,19/03/2025,الرياض,الرياض,الجنادرية,3680,1486,رهن
28457468,سكني,قطعة أرض,1700000,895٫50,1898,19/03/2025,مكة المكرمة,جده,المنارات,155 / ج / س,499,
28457464,سكني,شقة,678445,161٫06,4212,19/03/2025,الشرقية,الخبر,جنوب خط الانابيب,ش خ 647,4 / 2,
28457455,أخرى,أخرى,0,11367٫00,0,19/03/2025,نجران,حبونا,المجمع - زور المواجى,بدون,بدون,هبة
28457436,أخرى,أخرى,713000,525٫00,1358,19/03/2025,القصيم,عنيزه,الراية,ق / م / 209 / س المعدل2,1052,صفقة بتمويل
28457435,أخرى,أخرى,24500,577٫50,0,19/03/2025,المدينة المنورة,المدينة المنورة,الصويدرة,978 / ت / 1423 / 2,510,رهن
28457433,سكني,قطعة أرض,440000,400٫00,1100,19/03/2025,القصيم,بريده,الحزم,ق / ب / 7552,228,
28457424,سكني,قطعة أرض,400000,660٫50,605,19/03/2025,المدينة المنورة,المدينة المنورة,الخضراء,م / م / 1010 / 1429,2127,
28457406,سكني,قطعة أرض,565000,190٫00,2973,19/03/2025,الرياض,الرياض,سلطانة,1512,275 / 2,
28457401,سكني,قطعة أرض,750000,454٫00,1651,19/03/2025,مكة المكرمة,مكة المكرمة,العسيلة,1 / 20 / 76,74,
28457400,أخرى,أخرى,25000,645٫00,38,19/03/2025,حايل,حائل,الخزان,1403,513,
28457392,زراعي,أرض زراعية,0,14643٫80,0,19/03/2025,الرياض,المزاحميه,بدون,595,149,هبة
28457382,أخرى,فيلا,0,222٫76,0,19/03/2025,الشرقية,الاحساء,بدون,ش / ح / 1147/ 4 / س / المعدل,7677,صفقة بتمويل
28457381,سكني,قطعة أرض,15000,289٫07,51,19/03/2025,القصيم,بريده,حي الرحاب,310 / 2 / ق / المعدل,58 / 1,مشترك أو مشاع
28457375,سكني,شقة,619000,108٫66,5696,19/03/2025,الرياض,الرياض,الرمال,3240 / أ,1 / ح1,
28457372,أخرى,أخرى,0,32096٫11,0,19/03/2025,الرياض,الدلم,بدون,بدون الواقعه فى نعجان,بدون,هبة
28457369,أخرى,أخرى,900000,640٫00,1406,19/03/2025,جيزان,صبياء,بدون,105المعتمد برقم 16166 فى قريةالمحلة الجديدة,1551,صفقة بتمويل
28457368,سكني,قطعة أرض,40000,648٫00,61,19/03/2025,القصيم,الخبراء,السلام,ق / ح / 167,599,
28457367,سكني,شقة,479000,131٫74,3635,19/03/2025,الرياض,الرياض,الحزم,2584,3 / 1,
28457366,أخرى,أخرى,0,51281٫93,0,19/03/2025,الرياض,ضرماء,بدون,91 الواقع شمال غرب هجرة الغزيز,34,هبة
28457364,سكني,قطعة أرض,440000,400٫00,1100,19/03/2025,القصيم,بريده,الحزم,ق / ب / 7552,229,
28457362,سكني,قطعة أرض,1000000,500٫00,2000,19/03/2025,جيزان,بيش,الصفا,83 / س / المعدل,193,
28457359,أخرى,أخرى,0,600٫00,0,19/03/2025,مكة المكرمة,جده,السنابل,273 / ب / المعدل / أ,46 / أ,هبة
28457357,سكني,وحدة سكنية,275000,192٫09,1431,19/03/2025,القصيم,بريده,الورود,283 / ق,1 / 1,
28457354,سكني,قطعة أرض,1050000,342٫25,3067,19/03/2025,الرياض,الرياض,الخير,3540,587 / 1,
28457353,سكني,قطعة أرض,1099532,400٫00,2748,19/03/2025,مكة المكرمة,مكة المكرمة,مخطط الشرائع رقم 9 اضافات,1 / 20 / 56,162,
28457352,أخرى,أخرى,1700000000,750٫00,0,19/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,1006,فك رهن
28457351,سكني,قطعة أرض,1400000,946٫20,1479,19/03/2025,الرياض,الرياض,ضاحية نمار,3020,2085 / 2,
28457345,سكني,قطعة أرض,15000,800٫00,18,19/03/2025,الشرقية,قرية العليا,بدون,10 / 106,183 / ب,
28457341,أخرى,أخرى,0,875٫00,0,19/03/2025,الرياض,الرياض,المصانع,3085,1959,فرز/دمج
